会社名,四半期,区分,科目,前期末,当期末
シーサイド物流,2024Q3,BS,その他固定負債,,2300
シーサイド物流,2024Q3,BS,退職給付引当金,,10500
シーサイド物流,2024Q3,BS,純資産合計,,51900
シーサイド物流,2024Q3,PL,売上高,,87400
シーサイド物流,2024Q3,PL,営業利益,,4400
シーサイド物流,2024Q3,PL,税引前当期純利益,,4500
シーサイド物流,2024Q3,PL,減価償却費,,5400
シーサイド物流,2024Q3,PL,支払利息,,500
シーサイド物流,2024Q3,PL,固定資産売却損益(益は+、損は−),,600
シーサイド物流,2024Q3,PL,法人税等,,1400
シーサイド物流,2024Q3,補足,有形固定資産の売却による収入,,1100
シーサイド物流,2024Q3,SS,剰余金の配当(配当金の支払額),,1200
シーサイド物流,2024Q4,BS,現金及び預金,,10500
シーサイド物流,2024Q4,BS,預け金,,5500
シーサイド物流,2024Q4,BS,営業債権,,34000
シーサイド物流,2024Q4,BS,棚卸資産,,12400
シーサイド物流,2024Q4,BS,その他流動資産,,3900
シーサイド物流,2024Q4,BS,有形固定資産(純額),,50900
シーサイド物流,2024Q4,BS,投資その他の資産,,8700
シーサイド物流,2024Q4,BS,営業債務,,10800
シーサイド物流,2024Q4,BS,短期借入金,,12200
シーサイド物流,2024Q4,BS,その他流動負債,,3500
シーサイド物流,2024Q4,BS,長期借入金,,23600
シーサイド物流,2024Q4,BS,その他固定負債,,2700
シーサイド物流,2024Q4,BS,退職給付引当金,,11300
シーサイド物流,2024Q4,BS,純資産合計,,61800
シーサイド物流,2024Q4,PL,売上高,,89100
シーサイド物流,2024Q4,PL,営業利益,,13900
シーサイド物流,2024Q4,PL,税引前当期純利益,,14600
シーサイド物流,2024Q4,PL,減価償却費,,2600
シーサイド物流,2024Q4,PL,受取利息及び受取配当金,,200
シーサイド物流,2024Q4,PL,支払利息,,300
シーサイド物流,2024Q4,PL,固定資産売却損益(益は+、損は−),,800
シーサイド物流,2024Q4,PL,法人税等,,4700
シーサイド物流,2024Q4,補足,有形固定資産の売却による収入,,2700
シーサイド物流,2025Q1,BS,現金及び預金,,11200
シーサイド物流,2025Q1,BS,預け金,,7400
シーサイド物流,2025Q1,BS,営業債権,,34800
シーサイド物流,2025Q1,BS,棚卸資産,,14100
シーサイド物流,2025Q1,BS,その他流動資産,,4000
シーサイド物流,2025Q1,BS,有形固定資産(純額),,48900
シーサイド物流,2025Q1,BS,投資その他の資産,,8300
シーサイド物流,2025Q1,BS,営業債務,,13300
シーサイド物流,2025Q1,BS,短期借入金,,9400
シーサイド物流,2025Q1,BS,その他流動負債,,2900
シーサイド物流,2025Q1,BS,長期借入金,,24400
シーサイド物流,2025Q1,BS,その他固定負債,,3400
シーサイド物流,2025Q1,BS,退職給付引当金,,11800
シーサイド物流,2025Q1,BS,純資産合計,,63500
シーサイド物流,2025Q1,PL,売上高,,91100
シーサイド物流,2025Q1,PL,営業利益,,2900
シーサイド物流,2025Q1,PL,税引前当期純利益,,2500
シーサイド物流,2025Q1,PL,減価償却費,,5400
シーサイド物流,2025Q1,PL,受取利息及び受取配当金,,200
シーサイド物流,2025Q1,PL,支払利息,,200
シーサイド物流,2025Q1,PL,固定資産売却損益(益は+、損は−),,-400
シーサイド物流,2025Q1,PL,法人税等,,800
シーサイド物流,2025Q1,補足,有形固定資産の売却による収入,,1500
シーサイド物流,2025Q2,BS,現金及び預金,,17400
シーサイド物流,2025Q2,BS,預け金,,8800
シーサイド物流,2025Q2,BS,営業債権,,32900
シーサイド物流,2025Q2,BS,棚卸資産,,16100
シーサイド物流,2025Q2,BS,その他流動資産,,4100
シーサイド物流,2025Q2,BS,有形固定資産(純額),,53000
シーサイド物流,2025Q2,BS,投資その他の資産,,8500
シーサイド物流,2025Q2,BS,営業債務,,13700
シーサイド物流,2025Q2,BS,短期借入金,,11100
シーサイド物流,2025Q2,BS,その他流動負債,,3800
シーサイド物流,2025Q2,BS,長期借入金,,26600
シーサイド物流,2025Q2,BS,その他固定負債,,2900
シーサイド物流,2025Q2,BS,退職給付引当金,,12100
シーサイド物流,2025Q2,BS,純資産合計,,70600
シーサイド物流,2025Q2,PL,売上高,,93100
シーサイド物流,2025Q2,PL,営業利益,,10500
シーサイド物流,2025Q2,PL,税引前当期純利益,,10500
シーサイド物流,2025Q2,PL,減価償却費,,3800
シーサイド物流,2025Q2,PL,受取利息及び受取配当金,,200
シーサイド物流,2025Q2,PL,支払利息,,200
シーサイド物流,2025Q2,PL,法人税等,,3400
シーサイド物流,2025Q3,BS,現金及び預金,,13600
シーサイド物流,2025Q3,BS,預け金,,8000
シーサイド物流,2025Q3,BS,営業債権,,33600
シーサイド物流,2025Q3,BS,棚卸資産,,18300
シーサイド物流,2025Q3,BS,その他流動資産,,5000
シーサイド物流,2025Q3,BS,有形固定資産(純額),,56100
シーサイド物流,2025Q3,BS,投資その他の資産,,8200
シーサイド物流,2025Q3,BS,営業債務,,15700
シーサイド物流,2025Q3,BS,短期借入金,,13500
シーサイド物流,2025Q3,BS,その他流動負債,,3000
シーサイド物流,2025Q3,BS,長期借入金,,25900
シーサイド物流,2025Q3,BS,その他固定負債,,3200
シーサイド物流,2025Q3,BS,退職給付引当金,,12700
シーサイド物流,2025Q3,BS,純資産合計,,68800
シーサイド物流,2025Q3,PL,売上高,,97700
シーサイド物流,2025Q3,PL,営業利益,,-900
シーサイド物流,2025Q3,PL,税引前当期純利益,,-1800
シーサイド物流,2025Q3,PL,減価償却費,,4800
シーサイド物流,2025Q3,PL,受取利息及び受取配当金,,200
シーサイド物流,2025Q3,PL,支払利息,,1100
シーサイド物流,2025Q4,BS,現金及び預金,,25000
シーサイド物流,2025Q4,BS,預け金,,9700
シーサイド物流,2025Q4,BS,営業債権,,31800
シーサイド物流,2025Q4,BS,棚卸資産,,18300
シーサイド物流,2025Q4,BS,その他流動資産,,5400
シーサイド物流,2025Q4,BS,有形固定資産(純額),,61100
シーサイド物流,2025Q4,BS,投資その他の資産,,9300
シーサイド物流,2025Q4,BS,営業債務,,17700
シーサイド物流,2025Q4,BS,短期借入金,,16400
シーサイド物流,2025Q4,BS,その他流動負債,,3300
シーサイド物流,2025Q4,BS,長期借入金,,28600
シーサイド物流,2025Q4,BS,その他固定負債,,3000
シーサイド物流,2025Q4,BS,退職給付引当金,,13300
シーサイド物流,2025Q4,BS,純資産合計,,78300
シーサイド物流,2025Q4,PL,売上高,,100800
シーサイド物流,2025Q4,PL,営業利益,,15000
シーサイド物流,2025Q4,PL,税引前当期純利益,,13900
シーサイド物流,2025Q4,PL,減価償却費,,3100
シーサイド物流,2025Q4,PL,受取利息及び受取配当金,,200
シーサイド物流,2025Q4,PL,支払利息,,1100
シーサイド物流,2025Q4,PL,固定資産売却損益(益は+、損は−),,-200
シーサイド物流,2025Q4,PL,法人税等,,4400
シーサイド物流,2025Q4,補足,有形固定資産の売却による収入,,900
シーサイド物流,2026Q1,BS,現金及び預金,,28400
シーサイド物流,2026Q1,BS,預け金,,7400
シーサイド物流,2026Q1,BS,営業債権,,34500
シーサイド物流,2026Q1,BS,棚卸資産,,19500
シーサイド物流,2026Q1,BS,その他流動資産,,5100
シーサイド物流,2026Q1,BS,有形固定資産(純額),,61700
シーサイド物流,2026Q1,BS,投資その他の資産,,10600
シーサイド物流,2026Q1,BS,営業債務,,17000
シーサイド物流,2026Q1,BS,短期借入金,,17700
シーサイド物流,2026Q1,BS,その他流動負債,,3300
シーサイド物流,2026Q1,BS,長期借入金,,30100
シーサイド物流,2026Q1,BS,その他固定負債,,2500
シーサイド物流,2026Q1,BS,退職給付引当金,,13800
シーサイド物流,2026Q1,BS,純資産合計,,82800
シーサイド物流,2026Q1,PL,売上高,,105700
シーサイド物流,2026Q1,PL,営業利益,,12000
シーサイド物流,2026Q1,PL,税引前当期純利益,,11100
シーサイド物流,2026Q1,PL,減価償却費,,2800
シーサイド物流,2026Q1,PL,支払利息,,900
シーサイド物流,2026Q1,PL,法人税等,,3600
シーサイド物流,2026Q1,SS,剰余金の配当(配当金の支払額),,3000
ダイワ精密,2023Q4,BS,現金及び預金,16600,25800
ダイワ精密,2023Q4,BS,預け金,10800,8700
ダイワ精密,2023Q4,BS,営業債権,13600,10800
ダイワ精密,2023Q4,BS,棚卸資産,9700,9100
ダイワ精密,2023Q4,BS,その他流動資産,1500,1100
ダイワ精密,2023Q4,BS,有形固定資産(純額),33700,35100
ダイワ精密,2023Q4,BS,投資その他の資産,3100,2700
ダイワ精密,2023Q4,BS,営業債務,6500,6400
ダイワ精密,2023Q4,BS,短期借入金,5500,8300
ダイワ精密,2023Q4,BS,その他流動負債,4600,5500
ダイワ精密,2023Q4,BS,長期借入金,27700,28100
ダイワ精密,2023Q4,BS,その他固定負債,3100,2600
ダイワ精密,2023Q4,BS,退職給付引当金,5800,6100
ダイワ精密,2023Q4,BS,純資産合計,35800,36300
ダイワ精密,2023Q4,PL,売上高,,37800
ダイワ精密,2023Q4,PL,営業利益,,2100
ダイワ精密,2023Q4,PL,税引前当期純利益,,700
ダイワ精密,2023Q4,PL,減価償却費,,1600
ダイワ精密,2023Q4,PL,受取利息及び受取配当金,,200
ダイワ精密,2023Q4,PL,支払利息,,1000
ダイワ精密,2023Q4,PL,固定資産売却損益(益は+、損は−),,-600
ダイワ精密,2023Q4,PL,法人税等,,200
ダイワ精密,2023Q4,補足,有形固定資産の売却による収入,,1100
ダイワ精密,2024Q1,BS,現金及び預金,,24300
ダイワ精密,2024Q1,BS,預け金,,10800
ダイワ精密,2024Q1,BS,営業債権,,10000
ダイワ精密,2024Q1,BS,棚卸資産,,7100
ダイワ精密,2024Q1,BS,その他流動資産,,1400
ダイワ精密,2024Q1,BS,有形固定資産(純額),,38700
ダイワ精密,2024Q1,BS,投資その他の資産,,1900
ダイワ精密,2024Q1,BS,営業債務,,9300
ダイワ精密,2024Q1,BS,短期借入金,,6500
ダイワ精密,2024Q1,BS,その他流動負債,,4700
ダイワ精密,2024Q1,BS,長期借入金,,26500
ダイワ精密,2024Q1,BS,その他固定負債,,2300
ダイワ精密,2024Q1,BS,退職給付引当金,,6600
ダイワ精密,2024Q1,BS,純資産合計,,38300
ダイワ精密,2024Q1,PL,売上高,,37800
ダイワ精密,2024Q1,PL,営業利益,,4500
ダイワ精密,2024Q1,PL,税引前当期純利益,,3500
ダイワ精密,2024Q1,PL,減価償却費,,3100
ダイワ精密,2024Q1,PL,受取利息及び受取配当金,,300
ダイワ精密,2024Q1,PL,支払利息,,800
ダイワ精密,2024Q1,PL,固定資産売却損益(益は+、損は−),,-500
ダイワ精密,2024Q1,PL,法人税等,,1100
ダイワ精密,2024Q1,補足,有形固定資産の売却による収入,,3300
ダイワ精密,2024Q1,SS,剰余金の配当(配当金の支払額),,400
ダイワ精密,2024Q2,BS,現金及び預金,,25200
ダイワ精密,2024Q2,BS,預け金,,11900
ダイワ精密,2024Q2,BS,営業債権,,13400
ダイワ精密,2024Q2,BS,棚卸資産,,7000
ダイワ精密,2024Q2,BS,その他流動資産,,1700
ダイワ精密,2024Q2,BS,有形固定資産(純額),,37400
ダイワ精密,2024Q2,BS,投資その他の資産,,3200
ダイワ精密,2024Q2,BS,営業債務,,11800
ダイワ精密,2024Q2,BS,短期借入金,,6800
ダイワ精密,2024Q2,BS,その他流動負債,,5500
ダイワ精密,2024Q2,BS,長期借入金,,24000
ダイワ精密,2024Q2,BS,その他固定負債,,2200
ダイワ精密,2024Q2,BS,退職給付引当金,,7200
ダイワ精密,2024Q2,BS,純資産合計,,42300
ダイワ精密,2024Q2,PL,売上高,,39600
ダイワ精密,2024Q2,PL,営業利益,,5900
ダイワ精密,2024Q2,PL,税引前当期純利益,,5900
ダイワ精密,2024Q2,PL,減価償却費,,4600
ダイワ精密,2024Q2,PL,受取利息及び受取配当金,,200
ダイワ精密,2024Q2,PL,支払利息,,200
ダイワ精密,2024Q2,PL,法人税等,,1900
ダイワ精密,2024Q3,BS,現金及び預金,,26200
ダイワ精密,2024Q3,BS,預け金,,10100
ダイワ精密,2024Q3,BS,営業債権,,14100
ダイワ精密,2024Q3,BS,棚卸資産,,7400
ダイワ精密,2024Q3,BS,その他流動資産,,1700
ダイワ精密,2024Q3,BS,有形固定資産(純額),,40200
ダイワ精密,2024Q3,BS,投資その他の資産,,3900
ダイワ精密,2024Q3,BS,営業債務,,11900
ダイワ精密,2024Q3,BS,短期借入金,,6500
ダイワ精密,2024Q3,BS,その他流動負債,,6300
ダイワ精密,2024Q3,BS,長期借入金,,25100
ダイワ精密,2024Q3,BS,その他固定負債,,3000
ダイワ精密,2024Q3,BS,退職給付引当金,,6900
ダイワ精密,2024Q3,BS,純資産合計,,43900
ダイワ精密,2024Q3,PL,売上高,,40100
ダイワ精密,2024Q3,PL,営業利益,,4100
ダイワ精密,2024Q3,PL,税引前当期純利益,,4000
ダイワ精密,2024Q3,PL,減価償却費,,3900
ダイワ精密,2024Q3,PL,受取利息及び受取配当金,,100
ダイワ精密,2024Q3,PL,支払利息,,900
ダイワ精密,2024Q3,PL,固定資産売却損益(益は+、損は−),,700
ダイワ精密,2024Q3,PL,法人税等,,1300
ダイワ精密,2024Q3,補足,有形固定資産の売却による収入,,2700
ダイワ精密,2024Q3,SS,剰余金の配当(配当金の支払額),,1100
ダイワ精密,2024Q4,BS,現金及び預金,,36000
ダイワ精密,2024Q4,BS,預け金,,8800
ダイワ精密,2024Q4,BS,営業債権,,14700
ダイワ精密,2024Q4,BS,棚卸資産,,5800
ダイワ精密,2024Q4,BS,その他流動資産,,1600
ダイワ精密,2024Q4,BS,有形固定資産(純額),,38500
ダイワ精密,2024Q4,BS,投資その他の資産,,3100
ダイワ精密,2024Q4,BS,営業債務,,9600
ダイワ精密,2024Q4,BS,短期借入金,,5700
ダイワ精密,2024Q4,BS,その他流動負債,,7200
ダイワ精密,2024Q4,BS,長期借入金,,27500
ダイワ精密,2024Q4,BS,その他固定負債,,3400
ダイワ精密,2024Q4,BS,退職給付引当金,,7700
ダイワ精密,2024Q4,BS,純資産合計,,47400
ダイワ精密,2024Q4,PL,売上高,,40400
ダイワ精密,2024Q4,PL,営業利益,,4800
ダイワ精密,2024Q4,PL,税引前当期純利益,,5100
ダイワ精密,2024Q4,PL,減価償却費,,1700
ダイワ精密,2024Q4,PL,受取利息及び受取配当金,,400
ダイワ精密,2024Q4,PL,支払利息,,100
ダイワ精密,2024Q4,PL,法人税等,,1600
ダイワ精密,2025Q1,BS,現金及び預金,,47300
ダイワ精密,2025Q1,BS,預け金,,8900
ダイワ精密,2025Q1,BS,営業債権,,11800
ダイワ精密,2025Q1,BS,棚卸資産,,5700
ダイワ精密,2025Q1,BS,その他流動資産,,2300
ダイワ精密,2025Q1,BS,有形固定資産(純額),,38200
ダイワ精密,2025Q1,BS,投資その他の資産,,2800
ダイワ精密,2025Q1,BS,営業債務,,9100
ダイワ精密,2025Q1,BS,短期借入金,,8700
ダイワ精密,2025Q1,BS,その他流動負債,,7900
ダイワ精密,2025Q1,BS,長期借入金,,30500
ダイワ精密,2025Q1,BS,その他固定負債,,3300
ダイワ精密,2025Q1,BS,退職給付引当金,,7800
ダイワ精密,2025Q1,BS,純資産合計,,49700
ダイワ精密,2025Q1,PL,売上高,,41000
ダイワ精密,2025Q1,PL,営業利益,,1900
ダイワ精密,2025Q1,PL,税引前当期純利益,,1900
ダイワ精密,2025Q1,PL,減価償却費,,3200
ダイワ精密,2025Q1,PL,受取利息及び受取配当金,,200
ダイワ精密,2025Q1,PL,支払利息,,700
ダイワ精密,2025Q1,PL,固定資産売却損益(益は+、損は−),,500
ダイワ精密,2025Q1,PL,法人税等,,600
ダイワ精密,2025Q1,補足,有形固定資産の売却による収入,,900
ダイワ精密,2025Q1,SS,剰余金の配当(配当金の支払額),,500
ダイワ精密,2025Q1,SS,自己株式の処分,,1500
ダイワ精密,2025Q2,BS,現金及び預金,,53500
ダイワ精密,2025Q2,BS,預け金,,10300
ダイワ精密,2025Q2,BS,営業債権,,9200
ダイワ精密,2025Q2,BS,棚卸資産,,6300
ダイワ精密,2025Q2,BS,その他流動資産,,2300
